0|True
1|False
2|True
3|True
4|False
5|True
6|False
7|True
8|True
9|True
10|True
11|True
12|True
13|True
14|True
15|True
16|True
17|False
18|True
19|True
20|True
21|True
22|True
23|True
24|True
25|False
26|True
27|False
28|False
29|False
30|False
31|False
32|False
33|False
34|False
35|False
36|False
37|False
38|False
39|False
40|False
41|True
42|True
43|True
44|True
45|True
46|True
47|True
48|True
49|True
50|True
51|True
52|True
53|True
54|True
55|True
56|True
57|True
58|True
59|True
60|True
61|True
62|True
63|True
64|True
65|True
66|True
67|True
68|False
69|False
70|False
71|False
72|False
73|False
74|False
75|False
76|False
77|False
78|False
79|False
80|False
81|False
82|False
83|False
84|False
85|False
86|False
87|False
88|False
89|False
90|False
91|False
92|False
93|False
94|False
95|False
96|True
97|True
98|True
99|True
100|False
101|True
102|True
103|False
104|True
105|True
106|True
107|True
108|True
109|True
110|True
111|True
112|True
113|True
114|True
115|True
116|True
117|True
118|True
119|False
120|False
121|False
122|False
123|False
124|False
125|False
126|False
127|False
128|False
129|False
130|False
131|False
132|False
133|False
134|False
135|False
136|False
137|False
138|False
139|True
140|False
141|False
142|False
143|False
144|False
145|False
146|True
147|True
148|True
149|True
150|True
151|True
152|True
153|True
154|False
155|True
156|True
157|False
158|False
159|False
160|False
161|False
162|False
163|False
164|False
165|False
166|False
167|True
168|True
169|True
170|False
171|True
172|True
173|True
174|False
175|True
176|True
177|False
178|True
179|True
180|False
181|False
182|False
183|False
184|False
185|False
186|False
187|False
188|False
189|False
190|False
191|True
192|True
193|True
194|True
195|True
196|True
197|False
198|False
199|False
200|False
201|False
202|False
203|False
204|False
205|False
206|False
207|True
208|True
209|True
210|True
211|True
212|True
213|False
214|True
215|False
216|False
217|False
218|False
219|False
220|True
221|True
222|True
223|True
224|True
225|False
226|False
227|False
228|True
229|False
230|False
231|False
232|True
233|False
234|False
235|False
236|False
237|False
238|True
239|False
240|True
241|True
242|False
243|False
244|True
245|False
246|False
247|False
248|False
249|True
250|False
251|True
252|True
253|False
254|False
255|True
256|False
257|False
258|True
259|False
260|True
261|False
262|True
263|True
264|False
265|True
266|True
267|False
268|False
269|False
270|False
271|False
272|False
273|False
274|False
275|False
276|False
277|False
278|False
279|False
280|False
281|False
282|False
283|False
284|False
285|False
286|False
287|False
288|False
289|False
290|False
291|False
292|False
293|False
294|False
295|False
296|False
297|True
298|True
299|False
300|False
301|False
302|False
303|False
304|False
305|False
306|True
307|False
308|False
309|False
310|False
311|False
312|False
313|False
314|True
315|False
316|False
317|False
318|False
319|False
320|False
321|False
322|False
323|False
324|False
325|False
326|False
327|False
328|False
329|False
330|False
331|False
332|False
333|False
334|False
335|False
336|False
337|False
338|False
339|False
340|False
341|False
342|False
343|False
344|False
345|False
346|False
347|False
348|False
349|False
350|False
351|False
352|False
353|False
354|False
355|False
356|False
357|False
358|False
359|False
360|False
361|False
362|False
363|False
364|False
365|False
366|False
367|False
368|False
369|False
370|False
371|False
372|False
373|False
374|False
375|False
376|False
377|False
378|False
379|False
380|False
381|False
382|False
